image_id,qid,answer,ablate_cells,board_rows,board_cols,board
align_wR_bK_038,q5,0,"[[7, 4], [7, 6]]",8,8,b_rook|black_sq|white_sq|black_sq|white_sq|b_bishop|white_sq|b_rook/black_sq|b_pawn|black_sq|white_sq|black_sq|b_pawn|b_pawn|b_pawn/white_sq|b_knight|b_pawn|b_pawn|b_queen|black_sq|white_sq|b_knight/black_sq|white_sq|black_sq|w_knight|black_sq|white_sq|black_sq|w_pawn/b_pawn|w_pawn|white_sq|black_sq|w_pawn|w_pawn|white_sq|black_sq/w_bishop|white_sq|black_sq|w_pawn|black_sq|white_sq|black_sq|w_pawn/w_pawn|black_sq|w_pawn|w_knight|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|w_king|w_rook|w_bishop|b_king|white_sq
align_wR_bK_039,q5,0,"[[2, 7], [3, 7]]",8,8,white_sq|black_sq|white_sq|black_sq|b_bishop|b_knight|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq/b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|w_rook/black_sq|white_sq|b_pawn|white_sq|black_sq|b_pawn|black_sq|b_king/w_pawn|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq/black_sq|b_rook|black_sq|white_sq|w_pawn|white_sq|w_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|w_king|black_sq|b_rook|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq
align_wR_bK_040,q5,1,"[[6, 6], [4, 3]]",8,8,b_rook|black_sq|b_bishop|b_queen|white_sq|black_sq|b_knight|black_sq/w_bishop|b_pawn|b_pawn|b_pawn|b_bishop|b_pawn|b_pawn|b_rook/b_knight|black_sq|white_sq|black_sq|b_pawn|black_sq|white_sq|black_sq/b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn/w_pawn|black_sq|white_sq|b_king|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_pawn|w_pawn|black_sq|white_sq|w_pawn|white_sq/white_sq|w_pawn|white_sq|black_sq|w_pawn|w_pawn|w_rook|w_pawn/black_sq|w_knight|black_sq|w_queen|w_king|w_bishop|w_knight|white_sq
align_wR_bK_041,q5,0,"[[3, 3], [3, 7]]",8,8,white_sq|b_queen|b_bishop|black_sq|white_sq|black_sq|b_knight|black_sq/black_sq|white_sq|b_rook|w_knight|b_pawn|white_sq|black_sq|white_sq/b_pawn|b_pawn|b_pawn|black_sq|white_sq|black_sq|white_sq|b_bishop/b_knight|white_sq|black_sq|w_rook|black_sq|white_sq|w_pawn|b_king/w_queen|black_sq|white_sq|w_pawn|white_sq|w_pawn|white_sq|black_sq/black_sq|white_sq|w_pawn|white_sq|w_pawn|white_sq|black_sq|white_sq/w_pawn|w_pawn|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq/black_sq|white_sq|w_bishop|white_sq|w_king|w_knight|black_sq|white_sq
align_wR_bK_042,q5,0,"[[6, 0], [5, 0]]",8,8,white_sq|black_sq|white_sq|b_queen|white_sq|b_bishop|b_rook|black_sq/black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq|b_knight|white_sq/white_sq|black_sq|w_knight|b_rook|b_bishop|black_sq|white_sq|b_pawn/black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|black_sq|w_pawn|w_pawn|w_pawn|b_pawn/b_king|white_sq|black_sq|white_sq|w_knight|w_king|black_sq|white_sq/w_rook|black_sq|white_sq|w_pawn|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_bishop|white_sq|black_sq|white_sq|black_sq|white_sq
align_wR_bK_043,q5,0,"[[7, 2], [7, 4]]",8,8,b_rook|black_sq|w_knight|black_sq|white_sq|black_sq|white_sq|black_sq/b_pawn|white_sq|black_sq|b_pawn|b_knight|white_sq|black_sq|white_sq/b_knight|black_sq|b_pawn|black_sq|white_sq|b_rook|b_pawn|black_sq/w_pawn|white_sq|b_bishop|white_sq|b_pawn|white_sq|b_queen|white_sq/white_sq|black_sq|white_sq|w_pawn|w_pawn|black_sq|w_pawn|w_pawn/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|black_sq|w_king|black_sq|white_sq|black_sq/black_sq|white_sq|w_rook|white_sq|b_king|white_sq|w_knight|white_sq
align_wR_bK_044,q5,0,"[[4, 1], [3, 1]]",8,8,white_sq|black_sq|b_bishop|black_sq|white_sq|b_knight|white_sq|b_bishop/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|b_pawn|black_sq|b_rook|black_sq|white_sq|black_sq/black_sq|b_king|black_sq|white_sq|b_pawn|w_pawn|b_queen|white_sq/white_sq|w_rook|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq/w_knight|white_sq|w_pawn|w_pawn|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|w_bishop|w_pawn|black_sq|white_sq|black_sq/black_sq|white_sq|w_queen|white_sq|w_king|white_sq|black_sq|white_sq
align_wR_bK_045,q5,1,"[[2, 2], [3, 6]]",8,8,b_rook|b_knight|b_bishop|b_queen|white_sq|b_bishop|white_sq|b_rook/black_sq|white_sq|black_sq|b_pawn|b_knight|b_pawn|black_sq|b_pawn/white_sq|black_sq|w_rook|black_sq|white_sq|black_sq|b_pawn|black_sq/b_pawn|b_pawn|b_pawn|white_sq|b_pawn|white_sq|b_king|white_sq/white_sq|black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|w_queen|w_knight|white_sq|black_sq|white_sq|w_pawn|w_knight/w_pawn|w_pawn|white_sq|w_pawn|w_pawn|w_pawn|white_sq|w_pawn/black_sq|white_sq|w_bishop|white_sq|w_king|w_bishop|black_sq|white_sq
align_wR_bK_046,q5,1,"[[2, 1], [7, 2]]",8,8,b_rook|black_sq|w_knight|black_sq|white_sq|black_sq|white_sq|black_sq/b_pawn|white_sq|black_sq|b_pawn|b_knight|white_sq|black_sq|white_sq/b_knight|w_rook|b_pawn|black_sq|white_sq|b_rook|b_pawn|black_sq/w_pawn|white_sq|b_bishop|white_sq|b_pawn|white_sq|b_queen|white_sq/white_sq|black_sq|white_sq|w_pawn|w_pawn|black_sq|w_pawn|w_pawn/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|black_sq|w_king|black_sq|white_sq|black_sq/black_sq|white_sq|b_king|white_sq|black_sq|white_sq|w_knight|white_sq
align_wR_bK_047,q5,0,"[[4, 1], [6, 1]]",8,8,white_sq|black_sq|b_bishop|black_sq|white_sq|b_queen|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|b_pawn|b_pawn|b_bishop|white_sq|b_rook/b_pawn|w_knight|black_sq|white_sq|black_sq|white_sq|w_pawn|b_pawn/w_pawn|w_rook|white_sq|black_sq|w_bishop|black_sq|white_sq|w_pawn/black_sq|b_pawn|w_pawn|w_king|w_queen|white_sq|w_pawn|white_sq/white_sq|b_king|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|w_knight|w_bishop|white_sq|black_sq|white_sq|black_sq|white_sq
align_wR_bK_048,q5,1,"[[3, 6], [2, 4]]",8,8,white_sq|black_sq|white_sq|b_queen|white_sq|black_sq|white_sq|b_rook/b_rook|w_queen|black_sq|white_sq|black_sq|b_pawn|b_bishop|b_pawn/white_sq|b_pawn|white_sq|black_sq|b_king|black_sq|white_sq|black_sq/black_sq|w_pawn|black_sq|b_pawn|b_pawn|white_sq|w_rook|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|b_knight|b_pawn|w_pawn/black_sq|white_sq|black_sq|b_bishop|w_pawn|w_pawn|w_pawn|white_sq/white_sq|w_pawn|white_sq|w_king|white_sq|black_sq|white_sq|black_sq/black_sq|w_knight|w_bishop|white_sq|black_sq|w_bishop|black_sq|white_sq
align_wR_bK_049,q5,0,"[[3, 6], [3, 7]]",8,8,white_sq|b_rook|b_bishop|black_sq|white_sq|b_rook|white_sq|black_sq/black_sq|b_pawn|black_sq|white_sq|black_sq|white_sq|b_pawn|b_pawn/white_sq|black_sq|white_sq|b_bishop|white_sq|b_pawn|white_sq|black_sq/b_pawn|white_sq|b_pawn|w_pawn|b_pawn|white_sq|w_rook|b_king/white_sq|black_sq|white_sq|black_sq|w_pawn|w_knight|white_sq|w_pawn/w_pawn|white_sq|black_sq|white_sq|black_sq|w_queen|b_knight|white_sq/white_sq|black_sq|white_sq|w_pawn|white_sq|w_pawn|w_pawn|black_sq/black_sq|w_knight|w_bishop|white_sq|w_king|white_sq|black_sq|white_sq
align_wR_bK_050,q5,1,"[[3, 0], [1, 4]]",8,8,white_sq|black_sq|b_rook|black_sq|white_sq|b_rook|white_sq|black_sq/b_pawn|white_sq|black_sq|b_pawn|b_king|white_sq|black_sq|b_pawn/b_knight|b_pawn|white_sq|black_sq|white_sq|w_queen|b_pawn|black_sq/w_rook|w_bishop|black_sq|white_sq|black_sq|white_sq|b_bishop|b_knight/b_queen|black_sq|white_sq|b_pawn|w_pawn|b_pawn|white_sq|black_sq/black_sq|b_bishop|w_knight|white_sq|black_sq|w_pawn|black_sq|w_pawn/white_sq|black_sq|w_pawn|black_sq|w_king|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|w_knight|white_sq
align_wR_bK_051,q5,1,"[[0, 1], [3, 6]]",8,8,white_sq|w_rook|white_sq|b_rook|white_sq|b_bishop|b_knight|b_rook/black_sq|b_pawn|b_pawn|b_queen|b_knight|white_sq|black_sq|b_pawn/b_pawn|black_sq|white_sq|b_pawn|white_sq|black_sq|b_pawn|black_sq/black_sq|white_sq|black_sq|white_sq|b_pawn|w_pawn|b_king|white_sq/white_sq|black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|w_knight/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|w_pawn|w_pawn|w_pawn|w_king|w_pawn|white_sq|w_pawn/black_sq|w_knight|w_bishop|white_sq|black_sq|w_bishop|black_sq|white_sq
align_wR_bK_052,q5,1,"[[3, 3], [1, 0]]",8,8,b_rook|b_knight|white_sq|black_sq|white_sq|black_sq|white_sq|b_rook/b_king|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq|white_sq/b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|b_knight/black_sq|white_sq|w_bishop|w_rook|black_sq|white_sq|black_sq|b_pawn/white_sq|w_queen|w_pawn|black_sq|white_sq|black_sq|white_sq|w_pawn/black_sq|white_sq|black_sq|w_pawn|black_sq|w_pawn|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|w_pawn|black_sq|w_bishop|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|w_king|w_knight|white_sq
align_wR_bK_053,q5,1,"[[0, 3], [5, 2]]",8,8,white_sq|black_sq|white_sq|w_rook|w_queen|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq/white_sq|b_pawn|white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq/b_pawn|white_sq|black_sq|w_bishop|w_knight|white_sq|black_sq|white_sq/w_pawn|black_sq|w_queen|black_sq|w_pawn|b_bishop|b_rook|black_sq/black_sq|white_sq|b_king|white_sq|b_queen|white_sq|black_sq|w_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|b_bishop|black_sq|w_king
align_wR_bK_054,q5,0,"[[1, 7], [4, 7]]",8,8,white_sq|b_knight|b_bishop|black_sq|white_sq|black_sq|white_sq|b_rook/black_sq|b_pawn|b_pawn|white_sq|black_sq|white_sq|b_pawn|w_rook/b_rook|black_sq|white_sq|b_pawn|b_pawn|black_sq|white_sq|b_pawn/black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq|white_sq/white_sq|b_bishop|w_knight|w_pawn|w_pawn|w_pawn|b_knight|b_king/b_pawn|w_pawn|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq/w_pawn|black_sq|w_pawn|black_sq|w_bishop|black_sq|white_sq|b_queen/black_sq|white_sq|w_bishop|w_queen|black_sq|white_sq|w_king|white_sq
align_wR_bK_055,q5,0,"[[4, 1], [5, 1]]",8,8,b_rook|b_knight|b_bishop|b_queen|white_sq|black_sq|b_knight|b_rook/black_sq|white_sq|w_bishop|b_pawn|b_pawn|b_pawn|black_sq|white_sq/b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq/black_sq|w_knight|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn/white_sq|w_rook|white_sq|black_sq|w_pawn|black_sq|w_pawn|black_sq/w_pawn|b_king|black_sq|white_sq|black_sq|white_sq|black_sq|w_pawn/white_sq|black_sq|w_pawn|w_pawn|b_knight|w_pawn|w_bishop|black_sq/black_sq|white_sq|black_sq|w_queen|black_sq|w_king|black_sq|white_sq
align_wR_bK_056,q5,1,"[[4, 0], [0, 6]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_king|black_sq/black_sq|white_sq|b_pawn|white_sq|b_knight|b_rook|black_sq|white_sq/b_rook|black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq|b_pawn/black_sq|w_bishop|b_queen|b_knight|black_sq|white_sq|w_knight|w_pawn/w_rook|black_sq|w_pawn|black_sq|white_sq|w_bishop|w_pawn|black_sq/black_sq|w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq/black_sq|w_knight|b_bishop|white_sq|black_sq|white_sq|w_king|white_sq
align_wR_bK_057,q5,1,"[[6, 0], [2, 6]]",8,8,white_sq|black_sq|b_bishop|black_sq|white_sq|b_queen|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|b_pawn|b_pawn|b_bishop|b_king|b_rook/b_pawn|w_knight|black_sq|white_sq|black_sq|white_sq|w_pawn|b_pawn/w_pawn|black_sq|white_sq|black_sq|w_bishop|black_sq|white_sq|w_pawn/black_sq|b_pawn|w_pawn|w_king|w_queen|white_sq|w_pawn|white_sq/w_rook|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|w_knight|w_bishop|white_sq|black_sq|white_sq|black_sq|white_sq
align_wR_bK_058,q5,0,"[[4, 1], [4, 7]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/b_knight|white_sq|black_sq|white_sq|b_bishop|white_sq|black_sq|b_pawn/b_rook|w_pawn|w_bishop|black_sq|white_sq|b_pawn|b_rook|b_knight/black_sq|white_sq|w_queen|white_sq|b_pawn|white_sq|black_sq|white_sq/b_pawn|w_rook|w_pawn|w_pawn|white_sq|black_sq|white_sq|b_king/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|white_sq|w_king|w_pawn|w_pawn/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq
align_wR_bK_059,q5,0,"[[5, 0], [5, 4]]",8,8,b_rook|black_sq|white_sq|b_queen|white_sq|b_bishop|b_knight|black_sq/black_sq|white_sq|b_pawn|b_bishop|b_pawn|b_pawn|b_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|b_pawn|white_sq/white_sq|b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/w_rook|white_sq|black_sq|w_bishop|b_king|w_pawn|b_rook|white_sq/w_pawn|black_sq|w_pawn|w_pawn|white_sq|b_knight|w_pawn|w_pawn/black_sq|white_sq|black_sq|w_queen|black_sq|w_king|black_sq|white_sq
align_wR_bK_060,q5,0,"[[1, 0], [7, 0]]",8,8,b_rook|b_knight|b_bishop|black_sq|white_sq|b_bishop|white_sq|b_rook/w_rook|b_pawn|black_sq|b_pawn|black_sq|b_pawn|black_sq|b_pawn/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|b_knight/b_pawn|white_sq|b_pawn|white_sq|b_pawn|white_sq|black_sq|white_sq/w_pawn|black_sq|white_sq|black_sq|w_pawn|black_sq|b_queen|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|w_pawn|white_sq|w_pawn|w_bishop|w_pawn/b_king|w_knight|w_bishop|w_queen|w_king|white_sq|w_knight|white_sq
align_wR_bK_061,q5,1,"[[0, 0], [7, 3]]",8,8,w_rook|b_knight|white_sq|b_queen|white_sq|black_sq|white_sq|b_rook/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|w_knight|b_knight|white_sq|black_sq/black_sq|white_sq|b_pawn|white_sq|black_sq|w_pawn|black_sq|white_sq/white_sq|black_sq|white_sq|w_pawn|b_pawn|black_sq|white_sq|b_pawn/black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|black_sq|w_pawn/w_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_bishop|b_king|black_sq|w_king|black_sq|white_sq
align_wR_bK_062,q5,1,"[[4, 4], [5, 5]]",8,8,b_rook|black_sq|b_bishop|black_sq|white_sq|b_bishop|b_knight|b_rook/b_pawn|b_pawn|b_pawn|b_pawn|black_sq|b_pawn|b_pawn|white_sq/b_knight|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn/black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|w_rook|w_knight|white_sq|b_queen/black_sq|white_sq|black_sq|white_sq|black_sq|b_king|black_sq|white_sq/w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn|w_pawn/black_sq|w_knight|w_bishop|w_queen|w_king|w_bishop|black_sq|white_sq
align_wR_bK_063,q5,0,"[[2, 0], [1, 0]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/b_king|white_sq|b_rook|white_sq|b_rook|white_sq|b_bishop|white_sq/w_rook|black_sq|b_pawn|b_pawn|white_sq|black_sq|white_sq|black_sq/b_pawn|white_sq|black_sq|white_sq|black_sq|b_pawn|black_sq|white_sq/w_knight|black_sq|white_sq|w_pawn|white_sq|w_pawn|b_bishop|black_sq/black_sq|white_sq|b_pawn|b_queen|black_sq|white_sq|black_sq|b_pawn/w_pawn|black_sq|white_sq|black_sq|w_pawn|black_sq|white_sq|w_bishop/black_sq|white_sq|black_sq|w_king|black_sq|white_sq|black_sq|white_sq
align_wR_bK_064,q5,1,"[[1, 1], [7, 6]]",8,8,white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|w_rook|black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq/white_sq|black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|w_knight|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|w_pawn|white_sq|b_queen|w_bishop|w_pawn/black_sq|white_sq|b_knight|white_sq|black_sq|w_pawn|black_sq|white_sq/b_rook|black_sq|white_sq|w_pawn|white_sq|w_bishop|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|w_king|white_sq|b_king|white_sq
align_wR_bK_065,q5,0,"[[1, 4], [4, 4]]",8,8,white_sq|b_knight|b_rook|black_sq|white_sq|b_rook|white_sq|black_sq/black_sq|white_sq|black_sq|b_pawn|w_rook|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|w_knight|white_sq|b_knight|white_sq|black_sq/b_pawn|w_pawn|black_sq|white_sq|black_sq|w_pawn|w_bishop|b_pawn/white_sq|black_sq|white_sq|w_queen|b_king|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|w_pawn|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_bishop|w_pawn/black_sq|white_sq|black_sq|w_king|black_sq|white_sq|black_sq|w_knight
align_wR_bK_066,q5,1,"[[0, 3], [6, 6]]",8,8,white_sq|b_queen|b_bishop|w_rook|white_sq|black_sq|b_knight|black_sq/black_sq|white_sq|b_rook|w_knight|b_pawn|white_sq|black_sq|white_sq/b_pawn|b_pawn|b_pawn|black_sq|white_sq|black_sq|white_sq|b_bishop/b_knight|white_sq|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq/w_queen|black_sq|white_sq|w_pawn|white_sq|w_pawn|white_sq|black_sq/black_sq|white_sq|w_pawn|white_sq|w_pawn|white_sq|black_sq|white_sq/w_pawn|w_pawn|white_sq|black_sq|white_sq|w_pawn|b_king|black_sq/black_sq|white_sq|w_bishop|white_sq|w_king|w_knight|black_sq|white_sq
align_wR_bK_067,q5,1,"[[7, 4], [4, 7]]",8,8,b_rook|black_sq|b_bishop|black_sq|white_sq|black_sq|b_knight|b_rook/b_pawn|white_sq|b_pawn|b_pawn|black_sq|white_sq|b_pawn|white_sq/white_sq|b_pawn|b_knight|black_sq|white_sq|b_bishop|white_sq|black_sq/black_sq|white_sq|black_sq|white_sq|b_pawn|b_pawn|black_sq|b_pawn/white_sq|w_pawn|w_pawn|black_sq|w_pawn|black_sq|white_sq|b_king/w_queen|white_sq|black_sq|white_sq|black_sq|white_sq|w_pawn|white_sq/w_pawn|black_sq|white_sq|w_pawn|w_king|w_pawn|white_sq|b_queen/black_sq|w_knight|w_bishop|white_sq|w_rook|w_bishop|w_knight|white_sq
align_wR_bK_068,q5,0,"[[7, 7], [0, 7]]",8,8,white_sq|black_sq|white_sq|b_queen|white_sq|b_bishop|b_rook|b_king/black_sq|white_sq|black_sq|white_sq|b_pawn|white_sq|b_knight|white_sq/white_sq|black_sq|w_knight|b_rook|b_bishop|black_sq|white_sq|b_pawn/black_sq|white_sq|b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|w_pawn|black_sq|w_pawn|w_pawn|w_pawn|b_pawn/black_sq|white_sq|black_sq|white_sq|w_knight|w_king|black_sq|white_sq/white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|w_bishop|white_sq|black_sq|white_sq|black_sq|w_rook
align_wR_bK_069,q5,0,"[[5, 6], [5, 4]]",8,8,b_rook|black_sq|b_bishop|black_sq|white_sq|black_sq|white_sq|black_sq/black_sq|white_sq|b_pawn|b_queen|w_bishop|white_sq|black_sq|white_sq/b_pawn|b_pawn|b_knight|w_pawn|white_sq|black_sq|white_sq|b_rook/black_sq|white_sq|black_sq|white_sq|w_knight|b_pawn|b_pawn|white_sq/white_sq|w_pawn|white_sq|w_pawn|b_knight|black_sq|white_sq|b_pawn/black_sq|white_sq|w_pawn|white_sq|b_king|white_sq|w_rook|white_sq/w_pawn|black_sq|white_sq|black_sq|white_sq|w_pawn|w_pawn|w_pawn/black_sq|w_knight|w_queen|white_sq|w_king|w_bishop|black_sq|white_sq
align_wR_bK_070,q5,1,"[[6, 0], [4, 7]]",8,8,b_rook|black_sq|white_sq|b_queen|white_sq|b_bishop|b_knight|b_rook/black_sq|white_sq|black_sq|b_knight|b_pawn|white_sq|black_sq|white_sq/white_sq|black_sq|w_pawn|w_bishop|white_sq|black_sq|b_pawn|b_pawn/b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/b_pawn|black_sq|white_sq|black_sq|b_pawn|w_pawn|w_pawn|b_king/black_sq|white_sq|black_sq|w_pawn|black_sq|b_bishop|black_sq|w_pawn/w_rook|black_sq|w_pawn|black_sq|w_pawn|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|w_queen|w_king|w_bishop|w_knight|white_sq
align_wR_bK_071,q5,1,"[[3, 6], [2, 7]]",8,8,b_rook|black_sq|b_bishop|b_queen|white_sq|b_bishop|b_knight|b_rook/b_pawn|b_pawn|b_pawn|b_pawn|b_pawn|white_sq|b_pawn|white_sq/white_sq|black_sq|b_knight|black_sq|white_sq|black_sq|white_sq|b_king/black_sq|white_sq|black_sq|white_sq|black_sq|b_pawn|w_rook|b_pawn/white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq|white_sq|black_sq/w_pawn|white_sq|w_pawn|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|w_pawn|white_sq|black_sq|w_pawn|w_pawn|w_pawn|w_pawn/black_sq|w_knight|w_bishop|w_queen|w_king|w_bishop|w_knight|white_sq
align_wR_bK_072,q5,0,"[[6, 1], [6, 5]]",8,8,w_bishop|black_sq|b_bishop|black_sq|white_sq|b_rook|white_sq|black_sq/black_sq|white_sq|black_sq|b_pawn|black_sq|b_pawn|black_sq|white_sq/white_sq|b_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|w_knight/black_sq|b_pawn|black_sq|white_sq|b_pawn|w_pawn|black_sq|b_pawn/b_rook|black_sq|b_pawn|black_sq|white_sq|black_sq|white_sq|w_pawn/black_sq|white_sq|w_pawn|white_sq|w_pawn|white_sq|w_pawn|white_sq/white_sq|w_rook|b_knight|black_sq|white_sq|b_king|white_sq|w_queen/black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|w_king
align_wR_bK_073,q5,0,"[[1, 2], [1, 6]]",8,8,white_sq|black_sq|white_sq|b_rook|white_sq|black_sq|white_sq|black_sq/w_bishop|white_sq|w_rook|white_sq|black_sq|white_sq|b_king|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn/black_sq|white_sq|w_knight|w_pawn|black_sq|b_bishop|black_sq|white_sq/white_sq|b_pawn|w_pawn|black_sq|white_sq|black_sq|b_rook|b_pawn/w_pawn|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq/white_sq|black_sq|white_sq|black_sq|white_sq|w_king|white_sq|black_sq/black_sq|white_sq|black_sq|w_knight|black_sq|w_bishop|black_sq|white_sq
align_wR_bK_074,q5,1,"[[1, 0], [5, 2]]",8,8,white_sq|black_sq|b_bishop|black_sq|white_sq|black_sq|white_sq|black_sq/w_rook|white_sq|black_sq|b_knight|black_sq|w_pawn|black_sq|white_sq/b_pawn|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq|b_pawn/black_sq|b_rook|w_pawn|white_sq|black_sq|b_queen|black_sq|w_pawn/w_pawn|w_pawn|white_sq|black_sq|white_sq|w_pawn|white_sq|black_sq/black_sq|white_sq|b_king|w_bishop|w_pawn|white_sq|black_sq|white_sq/white_sq|w_king|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq/w_bishop|white_sq|black_sq|white_sq|black_sq|white_sq|black_sq|white_sq
align_wR_bK_075,q5,1,"[[4, 3], [6, 7]]",8,8,white_sq|b_knight|b_bishop|black_sq|b_queen|black_sq|white_sq|b_rook/black_sq|b_pawn|b_pawn|white_sq|black_sq|white_sq|b_pawn|b_pawn/white_sq|black_sq|b_rook|b_bishop|w_knight|black_sq|white_sq|b_knight/black_sq|w_knight|black_sq|white_sq|black_sq|b_pawn|black_sq|white_sq/b_pawn|black_sq|white_sq|w_rook|w_pawn|black_sq|white_sq|black_sq/black_sq|white_sq|black_sq|w_pawn|w_bishop|white_sq|black_sq|w_pawn/w_pawn|w_pawn|w_queen|black_sq|white_sq|w_pawn|w_pawn|b_king/black_sq|white_sq|black_sq|white_sq|w_king|w_bishop|black_sq|white_sq
