image_id,qid,answer,ablate_cells,board_rows,board_cols,board
0374,q2,0,"[[0, 3]]",9,9,0|0|0|Q|0|0|0|0|0/0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0
0383,q2,1,"[[0, 5]]",9,9,0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0
0450,q2,0,"[[0, 4]]",10,10,0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0478,q2,1,"[[0, 6]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0
0507,q2,1,"[[0, 6]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0
0572,q2,0,"[[0, 0]]",10,10,Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0
0584,q2,0,"[[0, 0]]",10,10,Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0
0585,q2,0,"[[0, 3]]",10,10,0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0|0
0628,q2,0,"[[1, 2]]",10,10,0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0
0651,q2,0,"[[1, 1]]",10,10,0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0
0674,q2,0,"[[0, 4]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0678,q2,1,"[[0, 5]]",10,10,0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0
0746,q2,0,"[[0, 4]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0755,q2,0,"[[0, 4]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0
0787,q2,0,"[[0, 3]]",10,10,0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0792,q2,1,"[[1, 6]]",10,10,0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0
0824,q2,1,"[[1, 7]]",10,10,0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0
0857,q2,1,"[[0, 6]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0
0889,q2,0,"[[0, 4]]",10,10,0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0
0905,q2,0,"[[0, 4]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0
0907,q2,0,"[[0, 0]]",10,10,Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0
0909,q2,0,"[[0, 3]]",10,10,0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0
0938,q2,0,"[[0, 1]]",10,10,0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0
0944,q2,1,"[[0, 5]]",10,10,0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0
0964,q2,1,"[[0, 5]]",10,10,0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0
0987,q2,0,"[[0, 3]]",10,10,0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0
1054,q2,1,"[[0, 6]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0
1078,q2,0,"[[0, 4]]",10,10,0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0
1080,q2,1,"[[0, 6]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0
1083,q2,0,"[[1, 1]]",10,10,0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0
1089,q2,1,"[[0, 6]]",10,10,0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0
1118,q2,1,"[[1, 6]]",10,10,0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0
1179,q2,0,"[[0, 2]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0
1182,q2,0,"[[0, 1]]",11,11,0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0
1233,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0
1244,q2,1,"[[0, 7]]",11,11,0|0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1273,q2,0,"[[0, 0]]",11,11,Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1289,q2,0,"[[0, 2]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0
1290,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0
1292,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0
1323,q2,1,"[[0, 8]]",11,11,0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0
1333,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1395,q2,0,"[[0, 3]]",11,11,0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0
1450,q2,0,"[[0, 2]]",11,11,0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0
1453,q2,1,"[[1, 7]]",11,11,0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1473,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0
1474,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|Q|0|0|0|0|0|0
1483,q2,1,"[[0, 8]]",11,11,0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1487,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0
1502,q2,1,"[[0, 6]]",11,11,0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|Q|0|0|0|0|0|0|0
1512,q2,0,"[[0, 4]]",11,11,0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0
1532,q2,1,"[[0, 7]]",11,11,0|0|0|0|0|0|0|Q|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0
1555,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0
1556,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0
1568,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/0|0|0|0|0|0|Q|0|0|0|0
1608,q2,0,"[[0, 5]]",11,11,0|0|0|0|0|Q|0|0|0|0|0/0|0|0|Q|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|Q|0|0/Q|0|0|0|0|0|0|0|0|0|0/0|0|Q|0|0|0|0|0|0|0|0/0|0|0|0|0|0|Q|0|0|0|0/0|Q|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|0|0|0|Q|0|0|0/0|0|0|0|0|0|0|0|0|0|0/0|0|0|0|Q|0|0|0|0|0|0
